dopant_code,dopant_frac,Li_excess,sinter_temp,grain_size,sigma_ion
2,0.15827499293569888,0.07814624820723455,937.9479597111302,13.678897688387762,0.7112158120274561
3,0.12345406775990969,0.09836720366201038,1155.8777579447856,5.0013634484713645,1.220423485471571
2,0.1824523659128788,0.12753221317868327,1092.3616355137538,16.193935870542727,1.1368363277358713
0,0.0007875381913346469,0.04411490242711511,1018.393367091795,13.702014744985998,0.687874654782914
2,0.21355015067914346,0.066412020833289,1203.7946649158723,17.61006187577633,1.1705678921889113
0,0.18020574710095597,0.11138286177422543,1170.7227601118018,14.50221001735194,1.1035557033323673
1,0.13495952957779794,0.14858966287420686,1223.9900650453033,18.91242689986166,1.1204651368538654
4,0.17039024815003248,0.05637266960725609,966.4596481786748,16.556638843945073,0.8403890904568848
2,0.148384123959136,0.08611164542166894,1219.4338702172508,6.964744973489452,1.1681398310809001
2,0.11146056854387057,0.04922877530612127,1050.2938186915517,8.151424378120392,1.0139780794989999
4,0.1247011962736724,0.06315542571862175,991.8618817836341,15.624992904067552,0.8345801453883883
1,0.001607875523046226,0.07305284877080158,952.0562888350428,10.72217725761857,0.5213957803614246
4,0.1638134883925544,0.09335178490050056,916.8262641614782,19.453430162547114,0.5927415972356622
3,0.24577614197733233,0.008202761055487407,1182.202868256172,8.778929154311694,1.1975251385305632
1,0.10879673577541077,0.07134817157515827,1211.7999654544974,6.348798108329123,1.10229420664328
1,0.031708152921059024,0.15577277726508937,1042.925187370382,14.993882413548963,0.9501008118220942
1,0.1592378927205877,0.061651327319648445,1210.6782346082248,17.024186988518366,1.1258581058912331
2,0.110722199469552,0.1682261097575982,1122.5410358867505,2.995623798040538,1.2161596341447811
3,0.041292113732683405,0.0644163103000663,1134.1731592188855,4.426499679648044,1.1147426550038455
2,0.11749791143568733,0.14498682207122726,1050.1342209691984,4.886259643720288,1.0581850736694016
0,0.036402070353580646,0.16655333541687659,1169.2638148709848,6.525160340544295,1.0091999380068084
4,0.20484423496944335,0.15558638563133975,979.5570158760461,14.245933993753338,0.9672045134841273
1,0.12086473131969294,0.19325773171007318,1118.8775926440478,13.985182912235729,1.2500359490565265
4,0.18818680274752891,0.14274925752314693,902.1192460513646,5.38530869173695,0.5993188801321176
0,0.029788038105128756,0.17702917648401847,1027.0680312426468,14.768462650840826,0.8931467537311029
1,0.021026326634968284,0.03979647684320584,959.6206823063675,19.806762154545666,0.6117448611224761
3,0.2123689687124526,0.19956840816592258,1218.4808518003604,5.350355845322033,1.207879823147243
1,0.10875006441213389,0.1767353466117869,1201.6155261514816,17.655896206865524,1.1254380812682778
4,0.19387265430398912,0.027819002929852933,1082.0120786344712,4.329178957233461,1.0747626959721666
2,0.02471419883222964,0.09953502791911475,1089.4180733966673,17.531191720600752,1.0308922535088818
2,0.05919643691191495,0.1311243502497056,1249.1006019645267,17.244066053592967,1.1061112657242407
0,0.22761877243925682,0.13944594216979914,901.9716436535426,17.883709315037386,0.5467057933147521
2,0.029068386378006877,0.012479016597604177,1052.5571323250338,8.144108194142348,0.9310471272396655
1,0.1344101396625193,0.11282877704348207,1212.7286296828165,2.3463042074658342,1.0528926598709658
2,0.06941805490426695,0.08294523555748053,1214.7565624683107,11.0091158718448,1.1105896958748287
4,0.07523505455687146,0.009848861600469183,994.8267595553912,17.79992537246544,0.695019959644157
0,0.012442582598115953,0.08409375048574917,1150.2882448478622,8.039097132671628,0.9267325844610721
4,0.1700493722975999,0.15722338085947674,1124.7075485267178,2.196384712932224,1.231281752079419
1,0.012047865310933159,0.1667480473364188,1108.5540354942782,4.224120096242803,0.9518625344247854
2,0.08395815547613422,0.19723195016445205,1055.144507615845,17.487070968852414,1.09763725547565
2,0.13372259333710657,0.06164235874478594,978.9726472712634,14.45481511429174,0.7980902051701648
2,0.2431372920729254,0.007286986656508155,1150.753585337874,7.884750327319594,1.1734605788780943
4,0.21307106461317554,0.1353699052645467,1087.7138174698796,7.248831740427838,1.281356663081974
4,0.12168007061813527,0.12171837777517346,906.5527195537669,2.6866539011354016,0.4381509316920419
4,0.20348079437577515,0.029762545032568345,1133.8758838351525,7.6655048627372455,1.1201563144687303
2,0.08701865007724008,0.13087242958466902,962.3374894696592,5.873021517806524,0.8060074589479445
3,0.008338163541015159,0.11053372593848368,1034.2496363447638,12.577010108947277,0.986200153909961
4,0.05174076468490743,0.08906991890678909,956.7272175309442,3.349244032220799,0.6603743405653139
4,0.014146432165262096,0.06269187389335772,1180.5053402478404,10.021635919722048,1.0442769420150737
4,0.08048540819878974,0.12460174393786026,994.8409151544723,8.39223617520485,0.8182942594362701
0,0.1330479378009967,0.06761481158341565,999.2912897330968,10.604766830656212,0.8301949310698649
0,0.08611095953204945,0.020117860145877332,954.3978908539797,1.760859415598973,0.5100446586912388
2,0.13180932107677237,0.16396895929997327,1067.8608987446808,14.017073268350655,1.1141562421275393
0,0.12682403061739228,0.0132468426346269,970.0745314487015,13.181624928913527,0.6588773543403016
4,0.06530230500472023,0.18023547073276688,1125.8793354063632,4.158941043021453,1.0715528573744697
3,0.2130940046161741,0.05274406427574627,1062.0317576401073,7.3372427828933,1.0726304885103644
0,0.10227223489174475,0.14920020682421317,1101.8354242749178,15.585990003010693,1.0910473503121465
0,0.050923519897582176,0.1269345606452342,1238.1586486390622,12.080450173382802,1.0732777489037924
0,0.1392224527461993,0.011917104847552063,1143.3658943889059,19.42132039620236,0.977436199169536
1,0.1471016763409487,0.07892286303704543,1094.3002553534766,7.942677428589639,1.0387375019726832
4,0.15012437550018173,0.12498205704260462,1189.8129895590578,7.58000762975226,1.1979121410749043
1,0.1802397692572264,0.16604625493248137,928.2652812417795,12.972532825595415,0.6106511677475045
3,0.10459506184804643,0.03980361715736909,1000.1584677868462,17.014561999461748,0.8667282759059771
2,0.04468999330855347,0.18230621290147125,1238.9423581798096,8.894607632650224,1.108933904001081
3,0.23306699076438478,0.07248057231881296,993.7346572451448,8.29477462121935,0.9385961940887831
0,0.16204824379144797,0.15163636980658912,1008.7817180535708,10.855121207474438,0.9249016704737127
3,0.032818294755644906,0.021011807451466025,950.1195473033468,18.540200593789905,0.6994685893229928
2,0.050920797908997645,0.07915399559087538,956.813849984824,1.7510882347057894,0.6765128997923936
0,0.10159555689517019,0.16952394803952195,938.6118811252148,15.540128420412437,0.5628726154777348
2,0.15114029740915835,0.10473564114875107,1205.8204352318648,7.7967537734094865,1.1615644567788446
3,0.246896900835737,0.15281144288906645,1115.9272136196723,2.366099391786155,1.336965970464084
0,0.05986338312142689,0.003842732111983982,1238.4243423007101,2.7207734703662947,0.8385746201453593
2,0.17735470771362302,0.0247573975530512,1036.9705438793746,6.049157837801491,0.934085405276201
1,0.2324331778632102,0.0240229439458888,1220.397451410337,19.278484130794347,1.1419490541454091
3,0.09627675826411469,0.14673904560707693,1059.7856242594721,17.908034649731047,1.1582479210098757
2,0.17666273238978922,0.17296129934910376,979.0596961021052,9.72713742313767,1.033695508632859
0,0.03969089853768232,0.1301978273186215,1167.170586489795,1.8034688785876019,1.0013114114044153
1,0.10476539510480143,0.0520341681047313,1091.8678376724993,14.928199235511958,1.0948004705188923
2,0.07387433620905631,0.08467860173351958,1234.7357180165286,9.025983684894802,1.1406051171031923
2,0.09427848983900075,0.04446770566523577,1065.3505392236086,12.574477249990693,0.9580757392050248
1,0.0717132668588617,0.15944271079578665,945.9859050370596,16.45524394255172,0.6748161538199161
2,0.19498945288225375,0.09575155649214445,928.3409215846898,2.7082663051515206,0.6565116408902452
1,0.14092242656658818,0.19538645659293533,940.4304923810982,2.53494108976147,0.6818076212240244
0,0.1993174638850345,0.08260937910456988,1120.3565278206702,7.434210470634979,1.0967694376764883
3,0.09220879781587757,0.07967063778565885,1148.370372073193,16.686152864989896,1.160376825696802
2,0.08277331363020046,0.19066827314741053,1213.6509922367045,16.344160928114462,1.228344859814888
